id,party_id,source_url,file_type,word_count,qc_method,qc_correct_term,qc_correct_municipality,qc_correct_party,qc_is_program,qc_notes,overall_quality,qc_escalated,not_found
92e9d08f-6ea6-4da1-8ad5-7a6fe6226452,2dd470b6-2172-4158-b9ce-255a690e78b0,https://www.vvd.nl/wp-content/uploads/sites/95/2026/01/Verkiezingsprogramma-Rijswijkse-VVD-2026-2030-2.pdf,pdf,11769,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026 - 2030' multiple times, including in the table of contents and on the cover. It also mentions 'Op woensdag 18 maart 2026 zijn de gemeenteraadsverkiezingen.' The URL also contains '2026'. The municipality 'Rijswijk' is mentioned throughout the text and in the URL. The party 'VVD' and 'Rijswijkse VVD' are clearly stated. The text is structured as a comprehensive election program with various policy sections.",pass,False,False
bdf7c382-310d-4226-b2c1-11ea2fefa018,2de6d76e-0a91-410e-84e3-e7580b2257c4,https://d2vs36cx04qmpo.cloudfront.net/images/ettenLeur/Verkiezingsprogramma-CDA-EL-10122025.pdf,pdf,4202,text,True,True,True,True,"The document explicitly states 'Lokaal verkiezingsprogramma 2026-2030' and 'CDA Etten-Leur'. The URL also contains '10122025.pdf', indicating a publication date in late 2025, consistent with the 2026-2030 term. It is clearly a comprehensive election program.",pass,False,False
e28f68de-8b82-4e8b-ab8c-85a59dfd611f,2e17bac3-d5c6-41ec-910c-e0d3cac2b492,https://burgerbelangen.nu/files/SpeerpuntenBurgerBelangen-GR2026.pdf,pdf,718,text,True,True,True,True,"The document explicitly states 'Gemeenteraadsverkiezingen 2026' and the URL contains 'GR2026.pdf', confirming the correct term. The municipality 'Duiven' is mentioned multiple times, and the party 'BurgerBelangen' is clearly stated. The text presents multiple policy points across various topics (Herindeling, Participatie, Jeugd en zorg, Wonen, Groen, Veiligheid, Leefbaarheid), indicating it is a municipal election program.",pass,False,False
b738ac3c-a9b0-4573-b6cc-8e390d68553b,2e36095b-c6e4-43d7-bcc6-52f789d2ff11,https://ouderen-partij-landgraaf.nl/wp-content/uploads/2026/02/Verkiezingsprogramma-OPL-EenLandgraaf-2026-2030-v060226.pdf,pdf,8538,text,True,True,True,True,"The document explicitly states 'VERKIEZINGSPROGRAMMA 2026-2030' and the URL contains '2026'. The municipality 'Landgraaf' and party 'Ouderen Partij Landgraaf / EenLandgraaf' are clearly stated. The text is structured as a comprehensive election program with visions, standpoints, and detailed sections on various policy areas.",pass,False,False
56453ff0-56fb-4655-b2f7-f10033991937,2e647609-6bf4-46f4-bc01-fe53c3de1268,https://betervoordenhelder.nl/partijprogramma/,html,1411,text,True,True,True,True,"The document is clearly titled 'Partijprogramma' for 'Beter voor Den Helder' in 'Den Helder'. While no specific election year is mentioned, it is a comprehensive policy document for the upcoming election cycle. The URL path also contains 'partijprogramma'.",pass,False,False
eb9c8eed-4f79-4195-9aa4-4fce38a121e5,2e7e62e0-c745-4ea3-bd2e-af05cbe81c6c,https://d2vs36cx04qmpo.cloudfront.net/images/alkmaar/CDA-ALKMAAR-Verkiezingsprogramma-december-2026.pdf,pdf,5003,text,True,True,True,True,"The source URL explicitly mentions 'december 2026.pdf', indicating it's for the 2026 election cycle. The text clearly states 'CDA Alkmaar' and outlines various policy positions across different domains, confirming it's a municipal election program for Alkmaar.",pass,False,False
2b428d78-dda6-4fb3-8e20-9c1253bda48f,2e997dd2-7526-4f11-a7c8-92e4275ebf4b,https://d2vs36cx04qmpo.cloudfront.net/images/rucphen/Met-elkaar-vooruit_verkiezingsprogramma-CDA-Rucphen-2026-2030.pdf,pdf,4795,text,True,True,True,True,"The document explicitly states 'verkiezingsprogramma-CDA-Rucphen-2026-2030.pdf' in the source URL and 'Verkiezingsprogramma gemeente Rucphen' in the text. It is clearly a program for the specified municipality and party, covering the 2026-2030 term.",pass,False,False
f77965e5-76ac-436b-81c0-571f19d7724b,2eb5eb09-32cb-4aa8-8924-131551b2b863,https://beekdaelenlokaal.nl/wp-content/uploads/2026/01/Beekdaelen-Lokaal-Verkiezingsprogramma.pdf,pdf,2421,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma BEEKDAELEN LOKAAL 2026' and the URL contains '2026'. The municipality 'Beekdaelen' and party 'Beekdaelen Lokaal' are clearly stated. The text is a comprehensive policy program covering various topics.,pass,False,False
67a4b722-67d4-4155-8f73-874ffb155f70,2ef4b9e9-4f32-40c8-8b08-a21045e606ac,https://twenterand.groenlinkspvda.nl/standpunten/,html,6998,text,True,True,True,True,"The text clearly outlines policy positions on various topics like housing, sustainability, and liveable neighborhoods, indicating it is a program. The party and municipality are explicitly mentioned. While no specific election year is stated, the content is presented as current policy positions for the upcoming municipal elections, which would be 2026.",pass,False,False
33d7cddb-3192-499c-80e4-70e888a5840d,2f08186f-5ae6-4028-82f0-a4255e6a489e,https://www.jongmaashorst.nl/_files/ugd/429e44_9f1ec227052549fca9259fd80ae4d61c.pdf,pdf,14331,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma 2026 - 2030' at the beginning. The municipality 'Maashorst' and party 'JONG MAASHORST' are clearly identified. The content is structured as a typical election program with various policy sections.,pass,False,False
c1cc15c1-9730-4ce8-bcf7-221df19dcad3,2f1cf423-ba64-4b66-b222-79fe0f967d67,https://d2vs36cx04qmpo.cloudfront.net/images/houten/CDA-Houten-gemeenteraadsverkiezingen-2026-compressed.mp4,html,267048,text,True,True,True,False,"The provided text is not a municipal election program. It appears to be binary data or corrupted text from a video file (.mp4) as indicated by the source URL and the garbled characters. Therefore, it cannot be analyzed for policy content or term relevance. The URL does contain 'gemeenteraadsverkiezingen-2026' and 'CDA-Houten', which would suggest the correct term, municipality, and party if the content were readable.",fail,False,False
eb74b645-9e5a-4ec2-9ac9-7a173009478f,2f3f60c8-9e77-4fbf-9e30-041de81700fc,https://assets.partijvoordedieren.nl/assets/site/dordrecht/Verkiezingsprogramma-PvdD-Dordrecht-2026-2030-Beleidsversie.pdf,pdf,29750,text,True,True,True,True,The document explicitly states 'Beleidsversie 2026-2030' and 'Verkiezingsprogramma 2026-2030' in the text and the URL contains '2026-2030'. The municipality 'Dordrecht' and party 'Partij voor de Dieren' are clearly mentioned. The content is structured as a comprehensive election program with various policy chapters and proposals.,pass,False,False
45e03852-6795-4025-9f84-25508cbec1e1,2f403b9c-3c5e-470f-b3a3-18adc932413a,https://www.vvd.nl/wp-content/uploads/sites/130/2026/02/DEF-Verkiezingsprogramma-VVD-Zuidplas-2026-2030.pdf,pdf,9295,text,True,True,True,True,"The document explicitly mentions 'Verkiezingsprogramma VVD Zuidplas 2026-2030' in the URL and the text, confirming the term. The municipality 'Zuidplas' and party 'VVD' are clearly stated. The content is structured as a comprehensive election program with missions and concrete plans.",pass,False,False
35bd7abb-0927-4274-b47e-9ca47bc2cdb3,2f479a03-adb5-49db-b7d7-c2483be0f148,https://sgp.nl/download?docID=0bf38fdb632c316533a714ca801a54df72a99572&name=Verkiezingsprogramma_SGP_2025%20eindversie.pdf,pdf,41480,text,False,False,True,True,"The program explicitly states 'Verkiezingsprogramma 2025-2029', which is not for the 2026-2030 municipal election term. The municipality 'Krimpenerwaard' is mentioned in the prompt but not in the provided text, and the source URL is a general SGP download link, not specific to a municipality. The document is clearly a verkiezingsprogramma for the SGP.",fail,False,False
f57ea9aa-f011-42db-9f1a-5b4f3cd1874c,2f660b95-d096-4517-b479-72b012795625,https://www.harlingerhoop.nl/programma/speerpunten-2026/,html,522,text,True,True,True,True,"The text explicitly mentions 'Speerpunten 2026' and the URL contains 'speerpunten-2026/', indicating it's for the 2026 term. The municipality 'Harlingen' and party 'HOOP' are clearly stated. The content consists of multiple policy points across various categories (Zorg en Welzijn, Wonen en Leefomgeving, Bereikbaarheid, Veiligheid en Economie), making it a valid election program.",pass,False,False
9ed60966-10a3-4329-ae8f-d07db156a3e8,2f7c1f5d-9712-41d4-8788-ae8a5ac9fb78,https://media.d66.nl/uploads/sites/378/2026/02/Verkiezingsprogramma-D66-Weert-2026-versie-1.0.pdf,pdf,990,text,True,True,True,True,"The URL clearly indicates '2026' and 'Verkiezingsprogramma-D66-Weert-2026-versie-1.0.pdf'. The text explicitly mentions 'D66 Weert' and covers various policy areas, confirming it is a program for the specified party and municipality for the upcoming 2026 election term.",pass,False,False
3c172cd2-bd9c-4f0b-8686-a4af724697d8,2f982499-0d0f-4da6-882f-8501c3ad76fe,https://d2vs36cx04qmpo.cloudfront.net/images/middelburgZ/Verkiezingsprogramma-CDA-Middelburg-2026-2030-def.pdf,pdf,5305,text,True,True,True,True,"The source URL explicitly mentions 'Verkiezingsprogramma-CDA-Middelburg-2026-2030-def.pdf', confirming the term and municipality. The text itself is structured as a comprehensive election program with an introduction, table of contents, and detailed policy positions across various topics like housing, education, and care, indicating it is indeed a program for the CDA party.",pass,False,False
a56c261d-2a2f-41ea-935e-8271a83ca81d,2fa2b12a-25c9-4476-a7a5-c47d29dd8d14,https://dordrecht.christenunie.nl/blog/2026/02/05?weblog-postTitle=verkiezingsprogramma&originNode=49633,html,9807,text,True,True,True,False,"The text explicitly mentions 'Woensdag 18 maart 2026 is een belangrijke dag. De gemeenteraadsverkiezingen staan op de agenda.', confirming the 2026 term. The municipality 'Dordrecht' and party 'ChristenUnie-SGP' are clearly stated. However, the content is a series of news articles and blog posts, not a comprehensive election program. It contains a link 'Lees meer over ""Verkiezingsprogramma""' but the actual program content is not present in the provided text.",fail,False,False
2cd7e071-8875-43b9-be2a-33e5c71cd2df,2fc3f580-0b11-42e7-87ac-3838429910b8,https://belangvanbergenopzoom.nl/wp-content/uploads/2026/01/BVB-verkiezingsprogramma-2026.pdf,pdf,525,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026' and 'Verkiezingsprogramma BVB Gemeenteraadsverkiezingen Pagina 2', and later 'Met dit programma voor 2026-2030'. The URL also contains '2026'. The party name 'Belang van Bergen op Zoom' and 'BVB' are clearly stated, and the municipality 'Bergen op Zoom' is mentioned multiple times. The content is structured as a typical election program with an introduction, past achievements, future goals, and a table of contents for various policy areas.",pass,False,False
3bbc7d38-9ddd-4411-b053-194e6af81ded,2fc68de5-0a26-4901-bc99-8a6066435930,https://res.cloudinary.com/fvdcdm/image/upload/v1759824498/FVD_verkiezingsprogramma-2025_A4_FORMAAT_digitaal-DEF-V5_t8qcsr.pdf,pdf,23610,text,True,True,True,True,"The document is explicitly titled 'FVD verkiezingsprogramma-2025' in the URL, and the text mentions 'Woensdag 29 oktober 2025 biedt een nieuwe kans voor Nederland', indicating it's for the upcoming election cycle. The party is clearly 'Forum voor Democratie' and the municipality 'Noordoostpolder' is in the source URL. The content is a comprehensive election program with policy points.",pass,False,False
75a3967e-992f-4219-a614-4f3085d90fc9,2fdc0447-8fdd-4526-8237-3337ac27a9a5,https://d2vs36cx04qmpo.cloudfront.net/images/haarlemmermeer/Verkiezingsprogramma-GR2026-CDA-Haarlemmermeer.pdf,pdf,10919,text,True,True,False,True,"The program is for CDA Haarlemmermeer, not Sociaal Rechts Haarlemmermeer. It explicitly states 'Lokaal verkiezingsprogramma 2026-2030' and 'Versie definitief van 8 januari 2026', confirming the term. The municipality is correctly Haarlemmermeer. The document is clearly a verkiezingsprogramma with a table of contents, foreword, priorities, and detailed plans.",fail,False,False
e3136644-282f-4606-b5cd-3d27356f03a6,2ffb92a1-34ce-44c0-a93c-da0167211c81,https://www.partijvoortwenterand.com/images/VerkiezingsprogramaPartij voor Twenterand 20262030new.pdf,pdf,2594,text,True,True,True,True,"The text explicitly states 'Verkiezingsprogramma 2026-2030' at the beginning, confirming the correct term. The party name 'Partij voor Twenterand' and municipality 'Twenterand' are clearly stated. The document contains multiple policy sections (Immigratie, Ondernemen, Orde en veiligheid, Wonen en leven, Zorg en welzijn), indicating it is a comprehensive election program.",pass,False,False
ce62d17f-5127-4902-b620-79934ec59f42,3022431a-8333-49ac-bdd3-839cc894c6bd,https://d2vs36cx04qmpo.cloudfront.net/images/bergeijk/Verkiezingsprogramma-CDA-Bergeijk-2026-2030.pdf,pdf,8932,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma 2026-2030' multiple times. The municipality 'Bergeijk' is clearly stated. The party 'CDA' is clearly stated. The text is a comprehensive election program with multiple policy sections.,pass,False,False
24579a65-eba0-4d2f-b80c-ab8ead9b7d4a,3030aec4-964a-47f3-8ae8-200ae4051e67,https://burgerbelangenraalte.nl/2026/verkiezingsprogramma-2026.pdf,pdf,16090,text,True,False,True,True,"The document explicitly states 'Verkiezingsprogramma BurgerBelangen voor de periode 2026-2030' and 'Maart 2026', confirming the correct term. The party name 'BurgerBelangen' matches. The text is clearly a detailed election program with policy outlines and achievements. However, the source URL is for 'burgerbelangenraalte.nl' and the text repeatedly mentions 'Raalte' as the municipality, not 'Simpelveld'.",fail,False,False
46d9491b-08fa-4ae5-9c98-9f6cc19852d2,3046608c-5af4-49b3-8988-46ce93aeabd2,https://rolfuhlhorn.amsterdam/wp-content/uploads/2026/02/verkiezingsprogramma-BBB-Amsterdam-2026-2030.pdf,pdf,8381,text,True,True,True,True,"The document explicitly states 'BBB Amsterdam 2026-2030' in the URL and 'V2.06.02.26' at the beginning, indicating it's for the 2026 election cycle. The text clearly identifies the party as 'BBB Amsterdam' and the municipality as 'Amsterdam'. It is structured as a comprehensive election program with a table of contents and various policy sections.",pass,False,False
e718e7d8-8fd1-4bd6-915c-ceffe1b1a12b,30477eb9-2508-4fa5-87e2-74c48d7fb144,https://noordenveld.christenunie.nl/l/library/download/urn:uuid:0001cac3-4ff0-499e-ad57-376051ce2f29/verkiezingsprogramma+cu+noordenveld.pdf?format=save_to_disk,pdf,525,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma Noordenveld 2026-2030' and the URL also contains '2026'. The party is clearly 'ChristenUnie' and the municipality is 'Noordenveld'. The content is structured as a typical election program with an introduction, chapters on various policy areas, and policy proposals.",pass,False,False
03949e38-c486-40c9-abcd-10c584954b5d,306000eb-e8d7-46ea-9811-c7f6316bb7dc,https://gulpenwittemlokaal.nl/wp-content/uploads/2026/02/Verkiezingsprogramma_GWL_V300126.pdf,pdf,2949,text,True,True,True,True,"The source URL contains '2026' and the text explicitly mentions 'periode 2026–2030' and 'In 2030', confirming it's for the correct term. The municipality 'Gulpen-Wittem' and party 'Gulpen-Wittem Lokaal (GWL)' are clearly stated. The document is structured as a 'Verkiezingsprogramma' with mission, vision, and policy points across various domains, confirming it is a program.",pass,False,False
73412281-bd04-4e90-a57c-ea30ad62af69,30607c03-7767-42c2-907f-62c5d1a2fad2,https://d2vs36cx04qmpo.cloudfront.net/images/landgraaf/Verkiezingsprogramma-GR2026-2.pdf,pdf,4723,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026-2030' multiple times. The municipality 'Landgraaf' and party 'CDA' are clearly mentioned. The text is structured as a comprehensive election program with a table of contents, vision, and policy areas.",pass,False,False
d083fb44-3486-4e69-a76d-b2865231afaa,3065b92a-29c2-4a7a-88b9-466ddd6488ee,https://emmen.sp.nl/,,,,,,,,,,False,True
8f58cae7-453d-4ac0-8b21-d977249d6559,3067de30-08ab-44a2-a1c1-6b62c628ba99,https://kapelle.christenunie.nl/l/library/download/urn:uuid:80d65dbf-5ef6-4612-9e26-93150fce2780/verkiezingsprogramma+christenunie+kapelle+2026-2030.pdf?format=save_to_disk,pdf,3522,text,True,True,True,True,"The URL explicitly states '2026-2030' and the text refers to 'de komende raadsperiode'. The municipality 'Kapelle' and party 'ChristenUnie' are clearly mentioned in both the URL and the text. The document is structured as a typical election program with an introduction, themes, and chapters detailing policy proposals.",pass,False,False
5c29d3fe-192a-4f34-b02f-d57117aecce5,309c45b4-e2ee-42a4-a550-2c2b5554ec19,https://d2vs36cx04qmpo.cloudfront.net/images/schiedam/Verkiezingsprogramma-CDA-Schiedam-2026_2030.pdf,pdf,6729,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma 2026–2030' for 'CDA Schiedam' in the title and throughout the text. The source URL also contains 'schiedam' and 'Verkiezingsprogramma'. The content is structured as a full election program with a table of contents and detailed chapters on various policy areas.,pass,False,False
a45550cd-2b0e-4d15-a1a9-6f026c8363d6,30a7ec6c-f7dd-455b-8070-98f65776dbb6,https://www.vvd.nl/gemeente-hoorn/standpunten,html,31,text,,,,,No text to check,uncertain,False,False
e1f5c2ba-3050-4872-984f-bc1cb0699066,30b2fb82-810d-4701-8853-961c24ebbee0,https://www.vvd.nl/gemeente-medemblik/standpunten,html,31,text,,,,,No text to check,uncertain,False,False
36eb4885-5888-4763-ac2a-9c7e592eb157,30b575f6-7118-4b34-86bb-49cb96904bf3,https://almere.christenunie.nl/wp-content/uploads/sites/38/2026/01/Verkiezingsprogramma-CU-Almere-2026-2030.pdf,pdf,16113,text,True,True,True,True,"The document explicitly states 'VERKIEZINGSPROGRAMMA 2026-2030' and 'Vastgesteld op 3 december 2025'. The source URL also contains '2026'. The municipality 'Almere' and party 'ChristenUnie' are clearly stated. The text is structured as a comprehensive election program with an introduction, themes, and chapters on various policy areas.",pass,False,False
fb3ea9c1-a62b-4ccb-b760-6250e8f72d76,30b9b467-99d6-4043-af8d-7581720dbe11,https://www.vvd.nl/wp-content/uploads/sites/341/2026/02/VVD-Rucphen-verkiezingsprogramma-2026.pdf,pdf,1704,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma VVD Rucphen 2026 – 2030' and the URL contains '2026'. The municipality 'Rucphen' and party 'VVD' are clearly stated. The text is a comprehensive election program with policy proposals across various topics.,pass,False,False
9a303b49-0496-4763-bceb-be93a30fa359,30cd4805-04c4-4ae2-816b-65eee52b1b38,https://res.cloudinary.com/fvdcdm/image/upload/v1759824498/FVD_verkiezingsprogramma-2025_A4_FORMAAT_digitaal-DEF-V5_t8qcsr.pdf,pdf,23610,text,True,False,True,True,"The document is a comprehensive election program for Forum voor Democratie, as indicated by the title 'FVD verkiezingsprogramma-2025' in the URL and the content. The text mentions 'Woensdag 29 oktober 2025 biedt een nieuwe kans voor Nederland', which suggests it's for the upcoming election cycle. However, the program is a national program, not specific to 'De Fryske Marren'. The text refers to 'Nederland' and national policies, not local municipal issues.",fail,False,False
cd8903ab-941d-4641-b812-31a3a8811e37,30dde955-fcd7-4c3f-8765-b16e90b2c707,https://nijkerk.groenlinks.nl/standpunten,html,1552,text,False,True,True,False,"The text provided is primarily about cookie settings, how to get involved with GroenLinks Nijkerk, and how to donate. It does not contain any policy proposals or a municipal election program. The URL 'https://nijkerk.groenlinks.nl/standpunten' suggests it should contain standpoints, but the provided text does not. There is no mention of the 2026-2030 term, and the content is not a verkiezingsprogramma.",fail,False,False
72d2ea91-acb1-4917-ac87-a7d5d97ac651,30dfc00f-3570-4e8e-b014-5417cfae92dc,https://doen22.nl/wp-content/uploads/2025/11/VK20262030DOEN22.pdf,pdf,10414,text,True,True,True,True,"The text explicitly states 'VERKIEZINGSPROGRAMMA 2026-2030' and the URL contains '2025/11/VK20262030DOEN22.pdf', confirming the term. The municipality 'Hardenberg' is mentioned multiple times. The party 'DOEN'22' is clearly stated. The content is structured as a comprehensive election program with various policy themes.",pass,False,False
5a399e0a-c0e6-4deb-a3f3-272c16f0fee0,30ef25d6-8f5e-4343-a802-c4a8c3447b47,https://d2vs36cx04qmpo.cloudfront.net/images/huizen/CDA-Huizen-verkiezingsprogramma-2026-2030.pdf,pdf,10342,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma CDA Huizen 2026-2030' on the first page and in the URL. The municipality 'Huizen' and party 'CDA' are clearly mentioned. The content is a detailed election program with policy positions.,pass,False,False
e2ca8d22-3a81-4a03-a5c4-65282a029500,30f28709-a5bf-4038-85f8-c7d3178987c7,https://amsterdam.bij1.org/programma-2026,html,31976,text,True,True,True,True,The text explicitly mentions 'Programma 2026' and 'raadsperiode 2026–2030'. The URL also contains 'programma-2026'. The municipality is clearly 'Amsterdam' and the party is 'BIJ1'. The content is a detailed election program with policy proposals.,pass,False,False
d378df8c-b4d5-4415-9380-c71cced5b631,30f38703-03cd-4e9b-879e-2dd96c0f583f,https://d2vs36cx04qmpo.cloudfront.net/images/twenterand/Verkiezingsprogramma-CDA-Twenterand-2026-2030.pdf,pdf,11013,text,True,True,True,True,"The document explicitly states 'VERKIEZINGSPROGRAMMA 2026-2030' and 'Onze keuzes voor een fatsoenlijk Twenterand.' The party is clearly identified as CDA Twenterand. The content is structured as a comprehensive election program with a foreword, top priorities, and detailed sections on various policy areas.",pass,False,False
91e76e57-ee18-488d-9463-58f6cd88544b,30fe514a-89d8-4891-9825-a2b141a9f874,https://d2vs36cx04qmpo.cloudfront.net/images/heerlen/Verkiezingsprogramma-CDA-Heerlen-2026-2030.pdf,pdf,4752,text,True,True,True,True,"The source URL explicitly mentions '2026-2030.pdf', confirming the correct term. The text clearly states 'CDA Heerlen' and discusses municipal issues, confirming the correct party and municipality. The content is extensive and policy-oriented, indicating it is a full election program.",pass,False,False
221cab9b-e3a1-488e-9530-a6233b0c1b5f,31029cd8-6036-4133-9ec0-eee6490da9d7,https://middendelfland.christenunie.nl/wp-content/uploads/sites/90/2026/02/2026-Verkiezingsprogramma-ChristenUnie-Midden-Delfland.pdf,pdf,1780,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma gemeenteraadsverkiezingen 2026' and the URL also contains '2026'. The municipality 'Midden-Delfland' and party 'ChristenUnie' are clearly stated. The text provides multiple policy proposals across various topics, confirming it is a program.",pass,False,False
3bd2c56e-5056-42ab-a5ff-b8eab47b8690,3107cb63-4c79-4a1f-a591-f8e273ccd383,https://lhnzoetermeer.nl/wp-content/uploads/2026/01/LHN-Hart-voor-Zoetermeer-10-Standpunten-infographic.pdf,pdf,238,text,True,True,True,True,"The source URL contains '2026', indicating it's for the upcoming election term. The text explicitly mentions 'LHN Hart voor Zoetermeer' and 'Zoetermeer'. It presents '10 Standpunten' covering various policy areas, which constitutes an election program.",pass,False,False
7411638c-1211-4d62-a4a5-918ad1091e02,31274115-aa8d-4c06-bd3d-9c70028c708f,https://d2vs36cx04qmpo.cloudfront.net/images/smallingerland/Samen-verder-bouwen-programma-2026-2030-3.pdf,pdf,3357,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma 2026-2030' and the URL also contains '2026-2030'. The municipality 'Smallingerland' and party 'CDA' are clearly mentioned. The text is structured as a comprehensive election program with various policy areas.,pass,False,False
47e46632-b3d4-45ea-ba26-3431d68a1907,315d4a73-216c-4a7a-89e6-59ea521cb27b,https://frissewind21.nl/wp-content/uploads/go-x/u/fef38637-524e-4dea-8a82-9454a83abb1c/FW21_Verkiezingsprogramma_2026_2030.pdf,pdf,7194,text,True,True,True,True,The document explicitly states 'VERKIEZINGSPROGRAMMA 2026-2030' and mentions 'Frisse Wind 21' in 'Heerenveen'. The content is clearly a municipal election program with various policy chapters.,pass,False,False
5db34b72-4eb6-4022-8f78-98134a71db13,31912b8c-27d8-42d7-a325-92289053fbb2,https://cdn.groenlinkspvda.nl/wp-content/uploads/2026/01/220/GroenLinksPvdaHattem_VerkiezingsProgramma20262030.pdf,pdf,4274,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026 - 2030' and 'Gemeenteraadsverkiezingen van 2026'. The source URL also contains '2026'. The municipality 'Hattem' is clearly mentioned multiple times. The party 'GROENLINKS / Partij van de Arbeid (PvdA)' is identified as 'GroenLinks-PvdA Stadspartij Hattem'. The content is structured as a comprehensive election program with an introduction, table of contents, and policy chapters on various topics like housing, social issues, and economy.",pass,False,False
6302f9e2-c79c-420c-b1db-e3b8c382030c,31a970b3-c407-400a-aaf6-dbf4234ece10,https://www.gemeenschapslijst-someren.nl/verkiezingen-2026,html,1027,text,True,True,True,False,"The text explicitly mentions 'Verkiezingen 2026' and 'gemeenteraadsverkiezingen 2026', confirming the correct term. The municipality 'Someren' and party 'Gemeenschapslijst' are also clearly stated. However, the text is not a verkiezingsprogramma; it describes the process of establishing the candidate list, electing a party leader, and the timeline for developing and revealing the election program in January/February 2026. It contains no actual policy content.",fail,False,False
767d51b0-fb0c-4642-a328-014120d3ed16,31ab980b-ffc1-4c1c-a06d-6cc020003dd5,https://renkum.groenlinkspvda.nl/wp-content/uploads/2026/01/Programma_2630_GLPvdA_Renkum_def_pc30-1-26.pdf,pdf,8893,text,True,True,True,True,The document explicitly states 'Programma Gemeenteraad Renkum 2026 - 2030' multiple times. The URL also contains '2026'. The party names 'GroenLinks' and 'Partij van de Arbeid' are clearly stated. The content is a comprehensive election program with various policy areas.,pass,False,False
a1937eee-0ceb-4b8d-9841-105f76b726f0,31c9fd03-5ca5-491f-85ae-f3fd16619f59,https://media.d66.nl/uploads/sites/205/2026/02/Verkiezingsprogramma_D66_Sittard-Geleen_2026-2030.pdf,pdf,27358,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma D66 (2026–2030)' multiple times, confirming the term. The municipality 'Sittard-Geleen' is mentioned throughout, and the party 'D66' is clearly identified. The text is a comprehensive election program with a foreword, introduction, and table of contents outlining various policy areas, confirming it is a program.",pass,False,False
5b065963-eb8c-4c2f-94ec-9285487247af,31e8e80f-7f4e-477d-bee3-972a162bce0b,https://d66.nl/houten/wp-content/uploads/sites/145/2025/12/Verkiezingsprogramma-GR-2026-Houten.pdf,pdf,9372,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026-2030' and the URL contains '2025/12/Verkiezingsprogramma-GR-2026-Houten.pdf', confirming the term. The municipality 'Houten' and party 'D66' are clearly stated. The text is structured as a comprehensive election program with a table of contents and detailed policy sections.",pass,False,False
ae8ede4b-9155-475a-a358-d27845b3d1b2,320179e0-2d57-4c52-a733-b6a01ba52d9d,https://www.culemborgvannu.nl/wp-content/uploads/2026/02/culemborg-van-nu-verkiezingsprogramma.pdf,pdf,0,vision,,,,,No text to check,uncertain,False,False
dab78655-4d8b-4628-befc-478dd537f1f5,321bc4db-ad8a-46d6-b9a8-812a9df7a4ce,https://lijstfier.nl/wp-content/uploads/2026/02/Verkiezingsprogramma-2026-2030-lijst-Fier.pdf,pdf,2738,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026-2030' and the URL contains '2026'. The municipality 'Vlieland' is mentioned multiple times, and the party 'Lijst Fier' is clearly identified. The text is a comprehensive election program with various policy points.",pass,False,False
a561f51d-3e1f-40bf-8fd8-0df703c66921,3227763a-95e5-4cfc-a8ca-df75732b9211,https://cdn.sp.nl/sites/15/noord-holland/15/SP-Hoorn-Verkiezingsprogramma-2026.pdf,pdf,12360,text,True,True,True,True,The document explicitly states 'Gemeenteraadsverkiezingen 2026' and 'SP Hoorn Verkiezingsprogramma'. The municipality 'Hoorn' and party 'SP' are clearly identified. The content is structured as a comprehensive election program with various policy areas.,pass,False,False
96c4db1c-4117-4ed9-b858-cefa82e00823,324a2a3c-1f47-4bf2-bed6-e73055ac31c6,https://devrijelijst.nl/wp-content/uploads/Verkiezingsprogramma-de-VrijeLijst-2026-1.pdf,pdf,7131,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma gemeenteraadsverkiezingen 2026' and the URL also contains 'Verkiezingsprogramma-de-VrijeLijst-2026-1.pdf'. The municipality 'Castricum' is mentioned multiple times, and the party 'De VrijeLijst' is clearly identified. The content is structured as a typical election program with policy sections on housing, welfare, and environment.",pass,False,False
db593cbd-1741-431d-b5f2-776f0418dd44,32555849-1761-4d75-a148-308690c1428a,https://www.vvd.nl/lokaal-netwerk-goeree-overflakkee/standpunten,html,4733,text,True,True,True,True,"The text clearly outlines policy positions for the VVD in Goeree-Overflakkee across various topics like finance, housing, and local governance. While no specific election year is mentioned, the content is extensive enough to be considered a current election program. The URL also confirms the party and municipality.",pass,False,False
